var	-5	-4	-3	-2	-1	0	1	2	3	4	5
Variant_000238	1.0				3.0	2.0				1.0	
Variant_000239			1.0		9.0	5.0		1.0		1.0	1.0
Variant_000240		1.0		1.0	5.0	9.0	1.0		1.0	1.0	
Variant_000241			2.0	1.0	21.0	17.0	2.0	2.0			2.0
Variant_000242	1.0		3.0	1.0	7.0	14.0	2.0			1.0	1.0
Variant_000243		1.0			6.0	11.0		1.0	1.0		1.0
Variant_000244				1.0	8.0	5.0	1.0				
Variant_000245	1.0			2.0	23.0	4.0	3.0	3.0		2.0	2.0
Variant_000246		2.0	1.0		17.0	7.0	1.0	2.0		1.0	1.0
Variant_000247	1.0			2.0	30.0	9.0					2.0
Variant_000248		1.0	1.0	1.0	8.0			1.0		1.0	1.0
Variant_000249	1.0		2.0	4.0	9.0	23.0	2.0				1.0
Variant_000250			1.0		5.0	21.0	1.0	2.0			
Variant_000251				3.0	8.0	22.0			1.0	1.0	3.0
Variant_000252			2.0		4.0	3.0					
Variant_000253			2.0		7.0	12.0	1.0	1.0			
Variant_000254		1.0	1.0	1.0	5.0	6.0	1.0				
Variant_000255	1.0	1.0	1.0	1.0	9.0	4.0					4.0
Variant_000256	1.0		2.0		4.0	4.0		1.0			1.0
Variant_000257	2.0		2.0	3.0	14.0	37.0	1.0	4.0			
Variant_000258			1.0	2.0	5.0	38.0	1.0				
Variant_000259	1.0	1.0	1.0		11.0	41.0		1.0	2.0		1.0
Variant_000260					3.0	6.0	1.0				
Variant_000261		1.0	2.0	1.0	15.0	14.0		3.0			
Variant_000262				2.0	4.0	4.0	1.0				
Variant_000263	1.0	1.0		1.0	7.0	14.0					
Variant_000264					3.0	4.0					
Variant_000265	1.0		2.0	1.0	2.0	15.0	3.0				
Variant_000266		3.0		2.0	2.0	17.0	6.0	1.0			2.0
Variant_000267	1.0			1.0	1.0	6.0					
Variant_000268						7.0					
Variant_000269	1.0		1.0		1.0	6.0	1.0	4.0			1.0
Variant_000270	1.0				5.0	6.0	3.0		1.0		1.0
Variant_000271	1.0	1.0				6.0					1.0
Variant_000272		2.0	2.0	1.0	4.0	8.0				1.0	
Variant_000273			1.0		8.0	14.0	1.0				1.0
Variant_000274	2.0				3.0	25.0				1.0	
Variant_000275			1.0		4.0	16.0					
Variant_000276					4.0	17.0		1.0		1.0	
Variant_000277					5.0	7.0		1.0			3.0
Variant_000278				1.0	2.0	4.0		1.0			
Variant_000279						1.0					
Variant_000280			1.0	1.0	2.0	11.0		2.0	1.0	2.0	2.0
Variant_000281	1.0		2.0		3.0	15.0	1.0	1.0		1.0	
Variant_000282			1.0			6.0	2.0				
Variant_000283		1.0			2.0	10.0					2.0
Variant_000284	1.0				1.0	6.0		1.0			1.0
Variant_000285					2.0	3.0	1.0	1.0			
Variant_000286				2.0		1.0	1.0	2.0			1.0
Variant_000287				1.0	2.0	1.0					
Variant_000288										1.0	2.0
Variant_000289					5.0	16.0	1.0	3.0			2.0
Variant_000290	1.0	1.0		1.0	7.0	13.0			1.0		
Variant_000291		1.0			4.0	2.0			4.0		
Variant_000292					1.0	2.0					
Variant_000293					6.0			2.0		1.0	
Variant_000294	1.0			1.0	7.0	4.0					
Variant_000295			1.0	1.0	4.0	8.0					1.0
Variant_000296	1.0				1.0	1.0			1.0	1.0	
Variant_000297	3.0	2.0		1.0	3.0	6.0	2.0	1.0			
Variant_000298		2.0		1.0		17.0	1.0			1.0	
Variant_000299		1.0	1.0	1.0	1.0	21.0	1.0				1.0
Variant_000300	1.0				1.0	9.0					3.0
Variant_000301		1.0	1.0	1.0	1.0	3.0		3.0			2.0
Variant_000302						2.0					
Variant_000303			1.0		1.0	2.0		1.0			
Variant_000304						1.0	1.0				
Variant_000305				1.0	4.0	8.0	1.0				
Variant_000306	3.0	1.0			6.0	13.0	1.0				
Variant_000307			2.0			4.0					
Variant_000308				1.0	1.0	5.0				1.0	
Variant_000309	1.0			1.0	5.0	2.0					
Variant_000310			1.0		4.0	1.0		2.0		1.0	
Variant_000311	1.0				2.0	1.0		1.0			
Variant_000312					1.0	3.0					2.0
Variant_000313	1.0	1.0		2.0		6.0	2.0				1.0
Variant_000314					1.0	19.0				2.0	
Variant_000315					2.0	10.0					
Variant_000316					3.0	15.0					
Variant_000317					2.0	1.0					1.0
Variant_000318					4.0	8.0					1.0
Variant_000319			1.0		2.0	1.0					
Variant_000320			1.0		6.0	2.0		1.0		1.0	1.0
Variant_000321	3.0	1.0	2.0		20.0	75.0	7.0	3.0	1.0		
Variant_000322	1.0	3.0	1.0	3.0	11.0	60.0	5.0			1.0	
Variant_000323		3.0		2.0	18.0	56.0	2.0	1.0	3.0		5.0
Variant_000324			1.0	1.0	6.0	32.0	3.0	2.0			3.0
Variant_000325	2.0	2.0	2.0	1.0	22.0	33.0	4.0	4.0		3.0	1.0
Variant_000326				1.0	10.0	7.0		2.0		1.0	1.0
Variant_000327		1.0	2.0	1.0	6.0	17.0					1.0
Variant_000328	1.0	1.0		2.0	7.0	12.0		1.0			
Variant_000329		2.0	2.0	1.0	5.0	36.0	2.0			1.0	
Variant_000330	1.0		1.0	1.0	4.0	30.0	7.0	2.0	1.0		
Variant_000331	1.0	1.0			1.0	14.0	2.0				1.0
Variant_000332				1.0	1.0	8.0					
Variant_000333	1.0		4.0	1.0	5.0	16.0	1.0				3.0
Variant_000334	1.0			1.0	5.0	12.0	2.0	1.0		1.0	
Variant_000335	1.0				2.0	4.0			1.0	2.0	3.0
Variant_000336	1.0		1.0	2.0	1.0	4.0					1.0
Variant_000337		2.0	1.0	1.0	6.0	28.0	2.0	1.0		3.0	1.0
Variant_000338	2.0	1.0	1.0	1.0	11.0	51.0				3.0	1.0
Variant_000339				1.0	4.0	17.0	1.0		3.0	2.0	7.0
Variant_000340	1.0	1.0		1.0	2.0	28.0		1.0			
Variant_000341		1.0			1.0	5.0		2.0		1.0	1.0
Variant_000342			1.0	1.0	5.0	7.0		1.0			2.0
Variant_000343			2.0		4.0	6.0		3.0		1.0	7.0
Variant_000344		2.0			4.0	7.0		2.0		1.0	1.0
Variant_000345	1.0				8.0	39.0	4.0				3.0
Variant_000346		1.0	3.0	1.0	7.0	14.0					
Variant_000347					3.0	24.0		1.0			2.0
Variant_000348		1.0	1.0	1.0	5.0	12.0	1.0			1.0	3.0
Variant_000349	2.0	1.0			5.0	10.0	1.0	6.0		1.0	2.0
Variant_000350		1.0	3.0		2.0	2.0				1.0	2.0
Variant_000351	3.0	1.0	1.0		1.0	6.0			1.0	1.0	1.0
Variant_000352						1.0				1.0	1.0
Variant_000353	2.0		1.0		6.0	34.0	2.0	1.0	1.0		3.0
Variant_000354	1.0			2.0	4.0	20.0		2.0		1.0	
Variant_000355			1.0	1.0	2.0	19.0	2.0	1.0	4.0		4.0
Variant_000356					14.0	21.0	5.0	1.0			
Variant_000357	2.0	1.0	1.0	2.0	6.0	8.0					3.0
Variant_000358					2.0		1.0	1.0			
Variant_000359		1.0			2.0	4.0	1.0			1.0	1.0
Variant_000360		1.0			5.0	1.0					
Variant_000361	1.0		1.0		8.0	32.0	2.0		1.0	1.0	1.0
Variant_000362		2.0	1.0		4.0	21.0	5.0		1.0		
Variant_000363			2.0	1.0	5.0	21.0			1.0		1.0
Variant_000364					2.0	10.0					1.0
Variant_000365		1.0			6.0	8.0	1.0				
Variant_000366			1.0		1.0	8.0	1.0				
Variant_000367		2.0			1.0	5.0			2.0		
Variant_000368	1.0				2.0	2.0	1.0				
Variant_000369	1.0	2.0	1.0	1.0	11.0	21.0	2.0	2.0			3.0
Variant_000370		2.0			4.0	25.0	2.0	2.0			
Variant_000371	1.0				2.0	15.0			2.0		
Variant_000372	1.0	1.0	2.0	1.0	4.0	8.0					2.0
Variant_000373		1.0		1.0	8.0	10.0		2.0		1.0	2.0
Variant_000374			1.0	1.0	14.0	7.0		2.0	1.0	1.0	1.0
Variant_000375				1.0	3.0	2.0					1.0
Variant_000376			1.0			3.0					
Variant_000377	1.0	1.0		1.0	6.0	41.0	1.0			1.0	1.0
Variant_000378	1.0			2.0	2.0	19.0	1.0	1.0			
Variant_000379	2.0	1.0			7.0	35.0	1.0	1.0		2.0	1.0
Variant_000380					2.0	13.0	1.0				2.0
Variant_000381	3.0				5.0	4.0	1.0				1.0
Variant_000382		1.0		1.0	5.0	2.0	1.0				1.0
Variant_000383					4.0	5.0	1.0				
Variant_000384						8.0					3.0
Variant_000385	5.0	3.0	3.0	2.0	21.0	89.0	3.0	1.0	3.0	1.0	
Variant_000386			2.0	1.0	10.0	34.0	2.0	2.0		1.0	
Variant_000387	1.0	5.0	2.0	1.0	7.0	38.0	1.0		1.0		
Variant_000388	1.0	1.0			4.0	28.0	3.0				1.0
Variant_000389	2.0	2.0			20.0	15.0	1.0	4.0		1.0	2.0
Variant_000390	1.0			1.0	7.0	5.0					1.0
Variant_000391	1.0		3.0	1.0	8.0	9.0	1.0		1.0		3.0
Variant_000392				1.0	4.0	5.0	1.0				
Variant_000393		1.0		1.0	6.0	22.0	7.0			2.0	3.0
Variant_000394		2.0	1.0	1.0	7.0	13.0	1.0			2.0	
Variant_000395			1.0		4.0	10.0	2.0				
Variant_000396	1.0	3.0		1.0	3.0	17.0	1.0				
Variant_000397			2.0	2.0	4.0	12.0	3.0	3.0		1.0	
Variant_000398				2.0	1.0	14.0		1.0			
Variant_000399					1.0	2.0		1.0			
Variant_000400		2.0			3.0	9.0			2.0		
Variant_000401	1.0		1.0		4.0	37.0	2.0	6.0		1.0	3.0
Variant_000402	2.0		1.0		6.0	16.0	4.0	1.0	1.0	2.0	
Variant_000403		1.0			5.0	23.0	2.0				2.0
Variant_000404			1.0		3.0	10.0					
Variant_000405				2.0	1.0	12.0	3.0	2.0		1.0	1.0
Variant_000406					1.0	8.0		2.0		3.0	1.0
Variant_000407	5.0			1.0	3.0	4.0				1.0	4.0
Variant_000408			1.0			2.0		2.0		3.0	
Variant_000409					4.0	20.0	3.0			1.0	2.0
Variant_000410		1.0	1.0		4.0	21.0	10.0			4.0	2.0
Variant_000411	1.0				3.0	10.0			1.0	1.0	3.0
Variant_000412			1.0	1.0	3.0	11.0					
Variant_000413		2.0		1.0	3.0	7.0					1.0
Variant_000414	1.0					4.0			1.0		
Variant_000415	2.0	2.0		1.0	3.0	2.0			1.0		
Variant_000416	2.0				2.0	3.0				2.0	2.0
Variant_000417	5.0		1.0		31.0	29.0	14.0	2.0			1.0
Variant_000418	1.0				4.0	5.0	3.0				1.0
Variant_000419		2.0			2.0	26.0	2.0		1.0	1.0	1.0
Variant_000420	1.0				4.0	8.0	1.0	1.0			
Variant_000421			1.0		8.0	10.0	2.0	2.0		1.0	
Variant_000422	1.0		1.0		2.0	5.0	1.0	2.0			1.0
Variant_000423				1.0	3.0	5.0	3.0				1.0
Variant_000424						6.0					1.0
Variant_000425			1.0		3.0	12.0	3.0		1.0		1.0
Variant_000426		1.0			2.0	12.0	7.0			2.0	1.0
Variant_000427	1.0	1.0		2.0	5.0	8.0			1.0		
Variant_000428	2.0	1.0			4.0	10.0					
Variant_000429		1.0			1.0	6.0	1.0	2.0		1.0	1.0
Variant_000430	1.0				5.0		1.0			1.0	
Variant_000431					3.0	3.0					1.0
Variant_000432		1.0			3.0	1.0	1.0				1.0
Variant_000433		2.0	1.0		12.0	15.0		2.0	1.0		
Variant_000434			1.0		7.0	7.0	3.0				1.0
Variant_000435		1.0			7.0	8.0		1.0	2.0		
Variant_000436		1.0	1.0			5.0	2.0	1.0			
Variant_000437	2.0	2.0	1.0		10.0	3.0					
Variant_000438					10.0	2.0					
Variant_000440		1.0	2.0		1.0	2.0				1.0	1.0
Variant_000441	1.0	1.0	1.0	1.0	3.0	30.0	1.0	1.0			1.0
Variant_000442				2.0	2.0	7.0	4.0				
Variant_000443					1.0	7.0	1.0				
Variant_000444			1.0	1.0	8.0	18.0	1.0				
Variant_000445					3.0	5.0		1.0			2.0
Variant_000446					3.0	11.0					1.0
Variant_000447					2.0	7.0			1.0		1.0
Variant_000448					2.0			1.0	1.0		
Variant_000449	4.0	5.0	6.0	3.0	39.0	140.0	9.0	10.0		3.0	3.0
Variant_000450	2.0	4.0			17.0	82.0	9.0			1.0	
Variant_000451	2.0	1.0	3.0	1.0	22.0	54.0	5.0	3.0	4.0		
Variant_000452	2.0		1.0	1.0	11.0	35.0	3.0		1.0	1.0	
Variant_000453	1.0	1.0		1.0	15.0	29.0	2.0	5.0		3.0	7.0
Variant_000454		2.0	1.0	1.0	13.0	15.0	3.0	3.0		2.0	1.0
Variant_000455		2.0	1.0	2.0	15.0	22.0		2.0	1.0	1.0	7.0
Variant_000456	4.0	1.0	2.0	2.0	11.0	19.0		2.0		1.0	
Variant_000457	2.0	4.0	1.0		9.0	52.0	11.0	3.0	2.0	17.0	5.0
Variant_000458	2.0			1.0	5.0	72.0	7.0	1.0		1.0	1.0
Variant_000459	2.0	2.0	1.0		13.0	25.0	3.0		1.0		1.0
Variant_000460		3.0		2.0		18.0					1.0
Variant_000461	1.0	1.0		1.0	6.0	21.0	4.0	3.0	1.0	3.0	11.0
Variant_000462	2.0	1.0		2.0	8.0	21.0	2.0			1.0	2.0
Variant_000463		1.0		1.0	2.0	6.0		1.0	2.0	1.0	5.0
Variant_000464	2.0		2.0		2.0	9.0	1.0			3.0	2.0
Variant_000465	5.0	1.0	3.0	3.0	7.0	53.0	5.0	20.0	1.0	4.0	6.0
Variant_000466			1.0	2.0	8.0	52.0	4.0	2.0		1.0	
Variant_000467	1.0	1.0	1.0	1.0	10.0	22.0	1.0	1.0	1.0		4.0
Variant_000468	1.0	1.0	2.0	2.0	5.0	35.0		1.0			3.0
Variant_000469		2.0	2.0	2.0	10.0	13.0	2.0	7.0		1.0	6.0
Variant_000470		3.0	1.0		4.0	7.0	1.0	1.0		1.0	
Variant_000471	2.0	1.0	1.0	1.0	3.0	7.0			1.0	2.0	9.0
Variant_000472			3.0		3.0	4.0					
Variant_000473	1.0	1.0	1.0		12.0	32.0	12.0	7.0		7.0	5.0
Variant_000474		1.0			3.0	37.0	2.0	1.0		1.0	1.0
Variant_000475		1.0			8.0	17.0	2.0		2.0	1.0	1.0
Variant_000476		2.0			9.0	20.0	1.0			1.0	3.0
Variant_000477		1.0	3.0		5.0	9.0		4.0	1.0	2.0	1.0
